--------------------------------------------------------------------------
** INTERNAL USE ONLY **
Intel(R) SoC Watch for Windows* OS Version 2025.5.0 [Jul  3 2025]
Build Ref: eb71eb355ee5245549cefdd6ebec487f4ec32c2d
Driver Version 2.20.2 [May  6 2025]
Copyright (c) 2024 Intel Corporation. All Rights Reserved.
Platform power analysis tool for use with Intel processors/chipsets/platforms.
email: SoCWatchDevelopers@intel.com 
*Other names and brands may be claimed as the property of others. 
--------------------------------------------------------------------------
Command line options: -s 0 -o c:\hobl_data\socwatch\AI_Phi_12122025 -f temp -f npu -f gfx -f memss-pstate -f cpu-cstate -f hw-cpu-hwp -f hw-cpu-cstate -f hw-cpu-pstate -f os-cpu-cstate -f os-cpu-pstate -f hw-igfx-cstate -f hw-igfx-pstate -f display-state -f ddr-bw -f bw-all -f noc-pstate -f media-pstate -m -r auto --no-post-processing 

Program Started: N/A
Data Collection Started: 2025-12-13 02:34:21 GMT 
QPC Clock Frequency (MHz): 10 
CPU Base Operating Frequency (MHz): 3300
Collection duration (sec): 101.197
Collection begin timestamp: 2660588554515
Collection end timestamp: 2661600521601
System Name: 17A-59DUT
Operating System: Windows 11 [11.0 build 26100.5074]
CPU: Lunar Lake
CPU ID (family.model.stepping): 0x6.0xbd.0x1
Platform ID: 0b111
Integrated GPU Device ID: 0x64a0
Intel(R) PMT: Lunar Lake SoCN (0x3072005)
Intel(R) PMT: Lunar Lake SoCN Fixed (0x3072105)
PCH: Lunar Lake PCH-M (LNPCH-M)
EDRAM Present: No
Supported S0ix State(s) for PCD die: S0i2.0 S0i2.1 S0i2.2  
Total # of packages: 1 
Total # of cores: 8 
Total # of logical processors: 8

CPU native model:
Package_0/Core_0 = LNC
Package_0/Core_1 = LNC
Package_0/Core_2 = LNC
Package_0/Core_3 = LNC
Package_0/Core_4 = SKT
Package_0/Core_5 = SKT
Package_0/Core_6 = SKT
Package_0/Core_7 = SKT
=============,
Idle Analysis,
=============,

Histogram of Idle Duration per Package: Idle Hit Count,
Time Buckets,,Total (count),<=1ms (count),<=5ms (count),<=7ms (count),<=10ms (count),<=15ms (count),<=16ms (count),<=30ms (count),<=50ms (count),<=100ms (count),<=500ms (count),<=1s (count),<=5s (count),5s< (count),Unknown (count),
,ACPI C3,  57708.63,   7600.12,  26091.57,   6572.58,   3041.61,   2229.34,    575.34,   1136.85,   2734.86,   3534.62,   4191.74,      0.00,      0.00,      0.00,      0.00,
Core_1,Total(ms),  65995.83,  10581.10,  32027.12,   7598.64,   2153.45,   2666.06,    673.30,   1220.35,   2259.04,   3391.09,   3425.66,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   5010.13,   1572.28,   2497.03,    498.67,    189.48,    217.38,     15.76,     19.53,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   8300.16,   2461.08,   4187.10,    951.41,    201.18,    389.58,     63.44,     16.12,     30.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  52685.54,   6547.74,  25342.99,   6148.56,   1762.79,   2059.11,    594.10,   1184.70,   2228.80,   3391.09,   3425.66,      0.00,      0.00,      0.00,      0.00,
Core_2,Total(ms),  59012.86,  13176.17,  23928.09,   4847.15,   1931.51,   2265.51,    713.08,   1060.93,   2148.47,   2510.39,   6431.54,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   7738.36,   2774.11,   3850.41,    668.24,    209.31,    205.19,     15.00,     16.09,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   9660.96,   2890.44,   5027.68,    924.09,    292.59,    370.75,     31.26,     39.73,     34.32,     50.10,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  41613.54,   7511.62,  15049.99,   3254.83,   1429.61,   1689.58,    666.82,   1005.11,   2114.15,   2460.29,   6431.54,      0.00,      0.00,      0.00,      0.00,
Core_3,Total(ms),  70139.79,  10888.70,  32044.12,   9083.72,   2749.31,   2809.15,    778.51,    838.24,   1722.60,   2328.13,   6897.31,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   4940.23,   1576.03,   2234.18,    420.81,    240.57,    305.33,     61.94,     69.19,     32.17,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   6573.10,   1525.12,   3452.60,    958.50,    267.78,    210.76,    139.65,     18.70,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  58626.46,   7787.55,  26357.34,   7704.41,   2240.95,   2293.06,    576.93,    750.34,   1690.43,   2328.13,   6897.31,      0.00,      0.00,      0.00,      0.00,
Core_4,Total(ms),  95961.91,    445.73,  47131.43,  11293.50,   2978.20,   1633.18,    560.15,   2613.77,   4498.71,   6115.65,   9741.32,   5648.84,   3301.45,      0.00,      0.00,
,ACPI C1,      0.06,      0.06,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,    139.03,      9.36,     51.12,      5.90,      0.00,     12.01,     15.62,      0.00,     45.03,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  95822.80,    436.30,  47080.31,  11287.61,   2978.20,   1621.16,    544.53,   2613.77,   4453.67,   6115.65,   9741.32,   5648.84,   3301.45,      0.00,      0.00,
Core_5,Total(ms),  93909.10,    537.85,  48558.29,   9995.12,   2276.27,   1601.94,    530.50,   2547.66,   3559.56,   5411.82,   8943.63,   4448.01,   5498.46,      0.00,      0.00,
,ACPI C1,     41.75,      0.98,     32.94,      0.00,      7.83,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,    210.40,     36.02,     68.48,     17.07,      9.74,     11.86,     15.65,     51.59,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  93656.96,    500.85,  48456.87,   9978.05,   2258.71,   1590.08,    514.85,   2496.07,   3559.56,   5411.82,   8943.63,   4448.01,   5498.46,      0.00,      0.00,
Core_6,Total(ms),  96277.28,    335.72,  47115.24,  10991.28,   2856.82,   1608.42,    374.62,   2902.35,   3630.71,   5439.81,   9731.14,   4294.06,   6997.11,      0.00,      0.00,
,ACPI C1,      0.03,      0.03,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,     88.79,     11.63,     65.79,     11.36,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  96188.46,    324.06,  47049.45,  10979.92,   2856.82,   1608.42,    374.62,   2902.35,   3630.71,   5439.81,   9731.14,   4294.06,   6997.11,      0.00,      0.00,
Core_7,Total(ms),  91278.80,    364.39,  47095.46,  10764.56,   2665.29,   1517.38,    667.61,   2336.35,   3632.81,   4325.12,   6183.91,   6102.05,   5623.87,      0.00,      0.00,
,ACPI C2,     80.29,     31.39,     43.18,      5.72,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  91198.52,    333.00,  47052.28,  10758.83,   2665.29,   1517.38,    667.61,   2336.35,   3632.81,   4325.12,   6183.91,   6102.05,   5623.87,      0.00,      0.00,


Histogram of Busy Duration per Core (intervals between idles): Busy Time,
 Time Buckets,Total (ms),<=1ms (ms),<=5ms (ms),<=7ms (ms),<=10ms (ms),<=15ms (ms),<=16ms (ms),<=30ms (ms),<=50ms (ms),<=100ms (ms),<=500ms (ms),<=1s (ms),<=5s (ms),5s< (ms),Unknown (ms),
Core_0,  32929.47,   7341.14,   8362.97,   1335.18,    389.73,    258.61,    647.49,    885.80,   1234.88,   2276.92,   8097.85,    986.86,   1112.04,      0.00,      0.00,
Core_1,  35196.04,  10820.77,  10554.03,   2139.99,    588.95,    405.18,    411.11,   1350.10,   1432.35,    828.80,   4400.39,    943.41,   1320.96,      0.00,      0.00,
Core_2,  42179.01,  12906.08,  12537.18,   2707.72,    620.43,    431.94,    900.27,    922.43,   1047.46,   1021.89,   6971.93,    967.13,   1144.54,      0.00,      0.00,
Core_3,  31052.08,   9564.12,   8776.46,   1851.79,    463.26,    436.07,   1087.24,   1100.85,   1049.22,    995.27,   4036.64,   1691.16,      0.00,      0.00,      0.00,
Core_4,   5229.96,    789.11,    211.91,     22.29,     16.13,    135.59,    109.87,    226.69,    477.66,    820.00,    365.87,    943.26,   1111.59,      0.00,      0.00,
Core_5,   7282.76,   1002.87,    551.25,     54.92,    116.32,    260.29,    204.78,    232.60,    686.89,   1130.05,    975.10,    956.15,   1111.53,      0.00,      0.00,
Core_6,   4914.59,    786.84,    338.33,     31.26,     28.14,    103.37,    126.05,    127.99,    385.28,    554.88,    352.28,    968.22,   1111.95,      0.00,      0.00,
Core_7,   9913.06,    824.40,    628.32,     48.95,     72.35,    285.30,    219.18,    696.89,   1298.17,   2174.43,   1587.45,    965.66,   1111.95,      0.00,      0.00,


Histogram of Idle Duration per Thread: Idle Hit Count,
Time Buckets,,Total (count),<=1ms (count),<=5ms (count),<=7ms (count),<=10ms (count),<=15ms (count),<=16ms (count),<=30ms (count),<=50ms (count),<=100ms (count),<=500ms (count),<=1s (count),<=5s (count),5s< (count),Unknown (count),
Thread_0,Total(count),209999,195081,12647,1367,435,215,45,57,74,51,27,0,0,0,0,
,ACPI C1,30263,29483,690,55,15,14,3,1,2,0,0,0,0,0,0,
,ACPI C2,23456,21699,1516,167,42,21,5,3,2,1,0,0,0,0,0,
,ACPI C3,156280,143899,10441,1145,378,180,37,53,70,50,27,0,0,0,0,
Thread_1,Total(count),285622,270102,13471,1337,268,213,43,56,59,49,24,0,0,0,0,
,ACPI C1,49853,48565,1160,86,23,17,1,1,0,0,0,0,0,0,0,
,ACPI C2,50392,48357,1805,167,25,32,4,1,1,0,0,0,0,0,0,
,ACPI C3,185377,173180,10506,1084,220,164,38,54,58,49,24,0,0,0,0,
Thread_2,Total(count),362321,350268,10556,852,236,179,46,50,55,36,43,0,0,0,0,
,ACPI C1,91687,89768,1758,117,26,16,1,1,0,0,0,0,0,0,0,
,ACPI C2,58334,55872,2227,163,36,30,2,2,1,1,0,0,0,0,0,
,ACPI C3,212300,204628,6571,572,174,133,43,47,54,35,43,0,0,0,0,
Thread_3,Total(count),267052,251980,12711,1591,338,226,50,38,44,33,41,0,0,0,0,
,ACPI C1,48275,47104,1035,74,29,25,4,3,1,0,0,0,0,0,0,
,ACPI C2,29043,27368,1450,166,32,17,9,1,0,0,0,0,0,0,0,
,ACPI C3,189734,177508,10226,1351,277,184,37,34,43,33,41,0,0,0,0,
Thread_4,Total(count),16620,1848,11861,1975,379,135,36,121,118,86,51,8,2,0,0,
,ACPI C1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
,ACPI C2,208,169,35,1,0,1,1,0,1,0,0,0,0,0,0,
,ACPI C3,16410,1677,11826,1974,379,134,35,121,117,86,51,8,2,0,0,
Thread_5,Total(count),17404,2457,12374,1782,289,130,34,115,92,76,45,6,4,0,0,
,ACPI C1,23,11,11,0,1,0,0,0,0,0,0,0,0,0,0,
,ACPI C2,524,480,36,3,1,1,1,2,0,0,0,0,0,0,0,
,ACPI C3,16857,1966,12327,1779,287,129,33,113,92,76,45,6,4,0,0,
Thread_6,Total(count),15981,1360,11815,1927,362,131,24,129,94,79,51,5,4,0,0,
,ACPI C1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
,ACPI C2,104,70,32,2,0,0,0,0,0,0,0,0,0,0,0,
,ACPI C3,15875,1288,11783,1925,362,131,24,129,94,79,51,5,4,0,0,
Thread_7,Total(count),15969,1419,11841,1896,340,125,43,106,96,62,30,8,3,0,0,
,ACPI C2,316,294,21,1,0,0,0,0,0,0,0,0,0,0,0,
,ACPI C3,15653,1125,11820,1895,340,125,43,106,96,62,30,8,3,0,0,


Histogram of Busy Duration per Thread (intervals between idles): Busy Hit Count,
Time Buckets,Total (count),<=1ms (count),<=5ms (count),<=7ms (count),<=10ms (count),<=15ms (count),<=16ms (count),<=30ms (count),<=50ms (count),<=100ms (count),<=500ms (count),<=1s (count),<=5s (count),5s< (count),Unknown (count),
Thread_0,209999,205201,4305,231,48,21,41,43,33,32,42,1,1,0,0,
Thread_1,285622,279377,5610,367,72,33,26,65,37,12,21,1,1,0,0,
Thread_2,362321,355007,6555,465,76,35,57,47,29,14,34,1,1,0,0,
Thread_3,267052,261881,4576,320,57,35,69,53,29,13,17,2,0,0,0,
Thread_4,16619,16457,99,4,2,11,7,11,12,12,2,1,1,0,0,
Thread_5,17403,17028,264,9,14,22,13,11,18,15,7,1,1,0,0,
Thread_6,15980,15764,162,5,3,9,8,6,10,8,3,1,1,0,0,
Thread_7,15968,15517,286,8,9,23,14,33,34,31,11,1,1,0,0,


Histogram of Idle Duration per Thread: Idle Time,
Time Buckets,,Total (ms),<=1ms (ms),<=5ms (ms),<=7ms (ms),<=10ms (ms),<=15ms (ms),<=16ms (ms),<=30ms (ms),<=50ms (ms),<=100ms (ms),<=500ms (ms),<=1s (ms),<=5s (ms),5s< (ms),Unknown (ms),
Thread_0,Total(ms),  68262.39,  10022.54,  31651.22,   7845.86,   3511.94,   2664.18,    700.61,   1212.83,   2876.78,   3584.70,   4191.74,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   3389.16,   1080.95,   1549.76,    311.12,    124.35,    177.30,     47.09,     23.41,     75.18,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   7164.61,   1341.48,   4009.89,    962.16,    345.99,    257.54,     78.18,     52.57,     66.73,     50.09,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  57708.63,   7600.12,  26091.57,   6572.58,   3041.61,   2229.34,    575.34,   1136.85,   2734.86,   3534.62,   4191.74,      0.00,      0.00,      0.00,      0.00,
Thread_1,Total(ms),  65995.83,  10581.10,  32027.12,   7598.64,   2153.45,   2666.06,    673.30,   1220.35,   2259.04,   3391.09,   3425.66,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   5010.13,   1572.28,   2497.03,    498.67,    189.48,    217.38,     15.76,     19.53,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   8300.16,   2461.08,   4187.10,    951.41,    201.18,    389.58,     63.44,     16.12,     30.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  52685.54,   6547.74,  25342.99,   6148.56,   1762.79,   2059.11,    594.10,   1184.70,   2228.80,   3391.09,   3425.66,      0.00,      0.00,      0.00,      0.00,
Thread_2,Total(ms),  59012.86,  13176.17,  23928.09,   4847.15,   1931.51,   2265.51,    713.08,   1060.93,   2148.47,   2510.39,   6431.54,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   7738.36,   2774.11,   3850.41,    668.24,    209.31,    205.19,     15.00,     16.09,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   9660.96,   2890.44,   5027.68,    924.09,    292.59,    370.75,     31.26,     39.73,     34.32,     50.10,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  41613.54,   7511.62,  15049.99,   3254.83,   1429.61,   1689.58,    666.82,   1005.11,   2114.15,   2460.29,   6431.54,      0.00,      0.00,      0.00,      0.00,
Thread_3,Total(ms),  70139.79,  10888.70,  32044.12,   9083.72,   2749.31,   2809.15,    778.51,    838.24,   1722.60,   2328.13,   6897.31,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   4940.23,   1576.03,   2234.18,    420.81,    240.57,    305.33,     61.94,     69.19,     32.17,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   6573.10,   1525.12,   3452.60,    958.50,    267.78,    210.76,    139.65,     18.70,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  58626.46,   7787.55,  26357.34,   7704.41,   2240.95,   2293.06,    576.93,    750.34,   1690.43,   2328.13,   6897.31,      0.00,      0.00,      0.00,      0.00,
Thread_4,Total(ms),  95961.91,    445.73,  47131.43,  11293.50,   2978.20,   1633.18,    560.15,   2613.77,   4498.71,   6115.65,   9741.32,   5648.84,   3301.45,      0.00,      0.00,
,ACPI C1,      0.06,      0.06,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,    139.03,      9.36,     51.12,      5.90,      0.00,     12.01,     15.62,      0.00,     45.03,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  95822.80,    436.30,  47080.31,  11287.61,   2978.20,   1621.16,    544.53,   2613.77,   4453.67,   6115.65,   9741.32,   5648.84,   3301.45,      0.00,      0.00,
Thread_5,Total(ms),  93909.10,    537.85,  48558.29,   9995.12,   2276.27,   1601.94,    530.50,   2547.66,   3559.56,   5411.82,   8943.63,   4448.01,   5498.46,      0.00,      0.00,
,ACPI C1,     41.75,      0.98,     32.94,      0.00,      7.83,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,    210.40,     36.02,     68.48,     17.07,      9.74,     11.86,     15.65,     51.59,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  93656.96,    500.85,  48456.87,   9978.05,   2258.71,   1590.08,    514.85,   2496.07,   3559.56,   5411.82,   8943.63,   4448.01,   5498.46,      0.00,      0.00,
Thread_6,Total(ms),  96277.28,    335.72,  47115.24,  10991.28,   2856.82,   1608.42,    374.62,   2902.35,   3630.71,   5439.81,   9731.14,   4294.06,   6997.11,      0.00,      0.00,
,ACPI C1,      0.03,      0.03,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,     88.79,     11.63,     65.79,     11.36,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  96188.46,    324.06,  47049.45,  10979.92,   2856.82,   1608.42,    374.62,   2902.35,   3630.71,   5439.81,   9731.14,   4294.06,   6997.11,      0.00,      0.00,
Thread_7,Total(ms),  91278.80,    364.39,  47095.46,  10764.56,   2665.29,   1517.38,    667.61,   2336.35,   3632.81,   4325.12,   6183.91,   6102.05,   5623.87,      0.00,      0.00,
,ACPI C2,     80.29,     31.39,     43.18,      5.72,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
