--------------------------------------------------------------------------
** INTERNAL USE ONLY **
Intel(R) SoC Watch for Windows* OS Version 2025.5.0 [Jul  3 2025]
Build Ref: eb71eb355ee5245549cefdd6ebec487f4ec32c2d
Driver Version 2.20.2 [May  6 2025]
Copyright (c) 2024 Intel Corporation. All Rights Reserved.
Platform power analysis tool for use with Intel processors/chipsets/platforms.
email: SoCWatchDevelopers@intel.com 
*Other names and brands may be claimed as the property of others. 
--------------------------------------------------------------------------
Command line options: -s 0 -o c:\hobl_data\socwatch\AI_Phi_12122025 -f temp -f npu -f gfx -f memss-pstate -f cpu-cstate -f hw-cpu-hwp -f hw-cpu-cstate -f hw-cpu-pstate -f os-cpu-cstate -f os-cpu-pstate -f hw-igfx-cstate -f hw-igfx-pstate -f display-state -f ddr-bw -f bw-all -f noc-pstate -f media-pstate -m -r auto --no-post-processing 

Program Started: N/A
Data Collection Started: 2025-12-13 01:40:16 GMT 
QPC Clock Frequency (MHz): 10 
CPU Base Operating Frequency (MHz): 3300
Collection duration (sec): 108.118
Collection begin timestamp: 2628139717493
Collection end timestamp: 2629220888440
System Name: 17A-59DUT
Operating System: Windows 11 [11.0 build 26100.5074]
CPU: Lunar Lake
CPU ID (family.model.stepping): 0x6.0xbd.0x1
Platform ID: 0b111
Integrated GPU Device ID: 0x64a0
Intel(R) PMT: Lunar Lake SoCN (0x3072005)
Intel(R) PMT: Lunar Lake SoCN Fixed (0x3072105)
PCH: Lunar Lake PCH-M (LNPCH-M)
EDRAM Present: No
Supported S0ix State(s) for PCD die: S0i2.0 S0i2.1 S0i2.2  
Total # of packages: 1 
Total # of cores: 8 
Total # of logical processors: 8

CPU native model:
Package_0/Core_0 = LNC
Package_0/Core_1 = LNC
Package_0/Core_2 = LNC
Package_0/Core_3 = LNC
Package_0/Core_4 = SKT
Package_0/Core_5 = SKT
Package_0/Core_6 = SKT
Package_0/Core_7 = SKT
=============,
Idle Analysis,
=============,

Histogram of Idle Duration per Package: Idle Hit Count,
Time Buckets,,Total (count),<=1ms (count),<=5ms (count),<=7ms (count),<=10ms (count),<=15ms (count),<=16ms (count),<=30ms (count),<=50ms (count),<=100ms (count),<=500ms (count),<=1s (count),<=5s (count),5s< (count),Unknown (count),
Package_0,  95739.19,   3901.44,  15795.81,   3928.18,   3359.06,   3011.36,    650.37,   5372.71,   4789.32,   2903.20,  23612.08,  17598.58,  10817.06,      0.00,      0.00,


Histogram of Idle Duration per Core: Idle Hit Count,
Time Buckets,,Total (count),<=1ms (count),<=5ms (count),<=7ms (count),<=10ms (count),<=15ms (count),<=16ms (count),<=30ms (count),<=50ms (count),<=100ms (count),<=500ms (count),<=1s (count),<=5s (count),5s< (count),Unknown (count),
Core_0,Total(count),199910,182050,15360,1675,421,182,72,41,37,42,30,0,0,0,0,
,ACPI C1,30236,28997,1093,105,25,12,3,1,0,0,0,0,0,0,0,
,ACPI C2,30123,28239,1667,152,31,21,12,0,0,1,0,0,0,0,0,
,ACPI C3,139551,124814,12600,1418,365,149,57,40,37,41,30,0,0,0,0,
Core_1,Total(count),298075,283287,12715,1315,317,237,47,41,48,47,21,0,0,0,0,
,ACPI C1,71077,69547,1370,113,24,18,3,1,1,0,0,0,0,0,0,
,ACPI C2,32906,30852,1827,174,31,20,1,0,1,0,0,0,0,0,0,
,ACPI C3,194092,182888,9518,1028,262,199,43,40,46,47,21,0,0,0,0,
Core_2,Total(count),313512,299388,12437,1000,248,188,91,36,48,51,25,0,0,0,0,
,ACPI C1,79905,78081,1670,120,13,15,4,2,0,0,0,0,0,0,0,
,ACPI C2,39488,37471,1844,121,25,21,3,1,1,1,0,0,0,0,0,
,ACPI C3,194119,183836,8923,759,210,152,84,33,47,50,25,0,0,0,0,
Core_3,Total(count),224359,207151,14751,1666,318,209,66,51,61,58,28,0,0,0,0,
,ACPI C1,32704,31750,866,58,15,11,1,3,0,0,0,0,0,0,0,
,ACPI C2,20498,18907,1424,108,24,16,10,3,3,3,0,0,0,0,0,
,ACPI C3,171157,156494,12461,1500,279,182,55,45,58,55,28,0,0,0,0,
Core_4,Total(count),17268,2532,11985,1940,256,105,33,101,113,112,80,9,2,0,0,
,ACPI C1,245,238,6,1,0,0,0,0,0,0,0,0,0,0,0,
,ACPI C2,140,119,17,0,2,1,0,0,0,1,0,0,0,0,0,
,ACPI C3,16883,2175,11962,1939,254,104,33,101,113,111,80,9,2,0,0,
Core_5,Total(count),16152,1452,12094,1818,247,107,26,88,102,121,87,7,3,0,0,
,ACPI C1,43,38,4,0,0,1,0,0,0,0,0,0,0,0,0,
,ACPI C2,42,37,3,1,0,0,0,0,0,1,0,0,0,0,0,
,ACPI C3,16067,1377,12087,1817,247,106,26,88,102,120,87,7,3,0,0,
Core_6,Total(count),15310,762,11914,1859,250,85,39,96,107,116,72,6,4,0,0,
,ACPI C1,32,15,17,0,0,0,0,0,0,0,0,0,0,0,0,
,ACPI C2,70,34,30,3,0,2,0,0,0,1,0,0,0,0,0,
,ACPI C3,15208,713,11867,1856,250,83,39,96,107,115,72,6,4,0,0,
Core_7,Total(count),16034,1416,12005,1841,235,93,60,107,117,96,56,5,3,0,0,
,ACPI C1,119,95,24,0,0,0,0,0,0,0,0,0,0,0,0,
,ACPI C2,193,159,32,1,0,0,0,0,1,0,0,0,0,0,0,
,ACPI C3,15722,1162,11949,1840,235,93,60,107,116,96,56,5,3,0,0,


Histogram of Busy Duration per Core (intervals between idles): Busy Hit Count,
Time Buckets,Total (count),<=1ms (count),<=5ms (count),<=7ms (count),<=10ms (count),<=15ms (count),<=16ms (count),<=30ms (count),<=50ms (count),<=100ms (count),<=500ms (count),<=1s (count),<=5s (count),5s< (count),Unknown (count),
Core_0,199911,193988,5402,272,60,22,30,34,36,25,40,1,1,0,0,
Core_1,298075,290984,6442,364,71,41,17,67,22,22,43,2,0,0,0,
Core_2,313511,306165,6679,427,67,26,17,40,28,16,44,1,1,0,0,
Core_3,224358,219164,4710,285,47,22,16,54,29,7,23,1,0,0,0,
Core_4,17267,17021,155,5,9,9,3,12,21,20,11,1,0,0,0,
Core_5,16151,15889,191,9,3,4,6,10,9,15,14,1,0,0,0,
Core_6,15309,15047,150,6,8,9,11,16,25,22,14,1,0,0,0,
Core_7,16034,15545,313,18,4,14,18,27,41,28,24,2,0,0,0,


Histogram of Idle Duration per Core: Idle Time,
Time Buckets,,Total (ms),<=1ms (ms),<=5ms (ms),<=7ms (ms),<=10ms (ms),<=15ms (ms),<=16ms (ms),<=30ms (ms),<=50ms (ms),<=100ms (ms),<=500ms (ms),<=1s (ms),<=5s (ms),5s< (ms),Unknown (ms),
Core_0,Total(ms),  73001.68,  10528.46,  36313.30,   9600.17,   3364.11,   2270.10,   1125.52,    825.65,   1489.33,   2862.02,   4623.03,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   5038.52,   1270.56,   2741.14,    605.79,    206.84,    151.12,     46.96,     16.10,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   7460.75,   1796.30,   4051.11,    869.72,    247.14,    259.14,    187.22,      0.00,      0.00,     50.13,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  60502.42,   7461.61,  29521.05,   8124.67,   2910.13,   1859.84,    891.34,    809.54,   1489.33,   2811.89,   4623.03,      0.00,      0.00,      0.00,      0.00,
Core_1,Total(ms),  66471.02,  11834.47,  31690.08,   7527.27,   2505.65,   2996.45,    734.22,    801.55,   1884.93,   3294.64,   3201.75,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   6499.01,   2410.85,   2916.80,    651.81,    185.48,    229.82,     46.74,     18.38,     39.13,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   7901.02,   2009.13,   4359.56,    997.82,    242.90,    244.13,     15.73,      0.00,     31.75,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  52070.98,   7414.49,  24413.72,   5877.64,   2077.28,   2522.50,    671.75,    783.17,   1814.05,   3294.64,   3201.75,      0.00,      0.00,      0.00,      0.00,
Core_2,Total(ms),  64668.07,  13357.94,  29255.60,   5709.28,   2004.44,   2368.30,   1420.88,    743.27,   1890.79,   3570.46,   4347.10,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   7596.79,   2833.89,   3674.08,    695.94,     98.15,    200.02,     61.27,     33.44,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   7751.83,   2219.28,   4207.33,    684.94,    205.79,    263.50,     47.00,     23.98,     49.86,     50.16,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  49319.45,   8304.77,  21374.19,   4328.40,   1700.50,   1904.78,   1312.61,    685.85,   1840.93,   3520.31,   4347.10,      0.00,      0.00,      0.00,      0.00,
Core_3,Total(ms),  78723.86,   9833.71,  40463.35,   9426.98,   2544.08,   2611.72,   1026.20,   1042.47,   2348.63,   4089.34,   5337.38,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   3956.86,   1213.00,   2059.30,    323.44,    124.10,    151.57,     15.64,     69.81,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   6466.62,   1257.31,   3739.34,    616.45,    186.98,    189.24,    157.12,     55.45,    114.44,    150.29,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  68300.38,   7363.40,  34664.71,   8487.09,   2233.01,   2270.91,    853.44,    917.20,   2234.19,   3939.05,   5337.38,      0.00,      0.00,      0.00,      0.00,
Core_4,Total(ms), 100809.56,    488.43,  47479.75,  11037.61,   1988.84,   1254.50,    517.00,   2281.27,   4427.74,   8149.37,  14037.26,   5839.28,   3308.52,      0.00,      0.00,
,ACPI C1,     24.84,      4.95,     14.05,      5.85,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,    144.30,     22.45,     43.99,      0.00,     16.43,     11.31,      0.00,      0.00,      0.00,     50.12,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3, 100640.42,    461.03,  47421.70,  11031.76,   1972.41,   1243.19,    517.00,   2281.27,   4427.74,   8099.25,  14037.26,   5839.28,   3308.52,      0.00,      0.00,
Core_5,Total(ms), 101415.66,    365.99,  47935.68,  10214.39,   1934.66,   1297.21,    405.74,   2034.40,   3997.55,   8448.72,  14970.24,   4975.03,   4836.05,      0.00,      0.00,
,ACPI C1,     26.15,      5.32,      6.62,      0.00,      0.00,     14.20,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,     68.47,      4.00,      8.13,      6.20,      0.00,      0.00,      0.00,      0.00,      0.00,     50.14,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3, 101321.04,    356.66,  47920.94,  10208.19,   1934.66,   1283.00,    405.74,   2034.40,   3997.55,   8398.58,  14970.24,   4975.03,   4836.05,      0.00,      0.00,
Core_6,Total(ms), 100031.13,    239.41,  47356.54,  10540.73,   1941.82,   1037.99,    610.37,   2175.52,   4079.94,   8215.54,  12945.81,   4707.60,   6179.86,      0.00,      0.00,
,ACPI C1,     43.13,      1.72,     41.40,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,    166.65,     10.60,     64.62,     19.33,      0.00,     22.01,      0.00,      0.00,      0.00,     50.10,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  99821.34,    227.08,  47250.52,  10521.39,   1941.82,   1015.99,    610.37,   2175.52,   4079.94,   8165.44,  12945.81,   4707.60,   6179.86,      0.00,      0.00,
Core_7,Total(ms),  96338.13,    341.63,  47657.31,  10407.42,   1827.57,   1125.37,    937.31,   2388.09,   4630.98,   6553.06,  10961.67,   3938.01,   5569.69,      0.00,      0.00,
,ACPI C1,     70.79,      9.99,     60.79,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,    143.58,     33.03,     68.89,      5.38,      0.00,      0.00,      0.00,      0.00,     36.28,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  96123.76,    298.60,  47527.63,  10402.04,   1827.57,   1125.37,    937.31,   2388.09,   4594.71,   6553.06,  10961.67,   3938.01,   5569.69,      0.00,      0.00,


Histogram of Busy Duration per Core (intervals between idles): Busy Time,
 Time Buckets,Total (ms),<=1ms (ms),<=5ms (ms),<=7ms (ms),<=10ms (ms),<=15ms (ms),<=16ms (ms),<=30ms (ms),<=50ms (ms),<=100ms (ms),<=500ms (ms),<=1s (ms),<=5s (ms),5s< (ms),Unknown (ms),
Core_0,  35112.29,   7908.96,  10909.05,   1598.51,    468.78,    279.42,    473.07,    679.33,   1367.83,   1881.81,   8019.17,    519.15,   1007.22,      0.00,      0.00,
Core_1,  41642.96,  12185.41,  12561.83,   2146.24,    553.77,    497.56,    267.90,   1368.80,    799.34,   1589.58,   8198.05,   1474.50,      0.00,      0.00,      0.00,
Core_2,  43445.91,  12288.16,  13342.36,   2487.14,    540.91,    313.80,    267.32,    779.87,    993.15,   1158.06,   9414.06,    857.32,   1003.76,      0.00,      0.00,
Core_3,  29390.12,   9126.92,   9245.23,   1673.27,    384.32,    272.89,    252.10,   1089.63,   1073.62,    454.30,   4819.52,    998.32,      0.00,      0.00,      0.00,
Core_4,   7304.41,    869.64,    326.99,     32.14,     75.42,    112.49,     47.48,    237.21,    889.47,   1444.22,   2314.69,    954.64,      0.00,      0.00,      0.00,
Core_5,   6698.32,    855.73,    436.19,     54.85,     24.36,     50.50,     94.45,    195.38,    313.51,   1115.79,   2584.44,    973.13,      0.00,      0.00,      0.00,
Core_6,   8082.85,    755.86,    310.11,     34.28,     65.63,    112.50,    172.64,    326.98,    962.75,   1631.71,   2736.88,    973.50,      0.00,      0.00,      0.00,
Core_7,  11775.85,    855.68,    737.65,    105.72,     35.07,    177.64,    283.04,    562.20,   1497.24,   2115.13,   3617.01,   1789.48,      0.00,      0.00,      0.00,


Histogram of Idle Duration per Thread: Idle Hit Count,
Time Buckets,,Total (count),<=1ms (count),<=5ms (count),<=7ms (count),<=10ms (count),<=15ms (count),<=16ms (count),<=30ms (count),<=50ms (count),<=100ms (count),<=500ms (count),<=1s (count),<=5s (count),5s< (count),Unknown (count),
Thread_0,Total(count),199910,182050,15360,1675,421,182,72,41,37,42,30,0,0,0,0,
,ACPI C1,30236,28997,1093,105,25,12,3,1,0,0,0,0,0,0,0,
,ACPI C2,30123,28239,1667,152,31,21,12,0,0,1,0,0,0,0,0,
,ACPI C3,139551,124814,12600,1418,365,149,57,40,37,41,30,0,0,0,0,
Thread_1,Total(count),298075,283287,12715,1315,317,237,47,41,48,47,21,0,0,0,0,
,ACPI C1,71077,69547,1370,113,24,18,3,1,1,0,0,0,0,0,0,
,ACPI C2,32906,30852,1827,174,31,20,1,0,1,0,0,0,0,0,0,
,ACPI C3,194092,182888,9518,1028,262,199,43,40,46,47,21,0,0,0,0,
Thread_2,Total(count),313512,299388,12437,1000,248,188,91,36,48,51,25,0,0,0,0,
,ACPI C1,79905,78081,1670,120,13,15,4,2,0,0,0,0,0,0,0,
,ACPI C2,39488,37471,1844,121,25,21,3,1,1,1,0,0,0,0,0,
,ACPI C3,194119,183836,8923,759,210,152,84,33,47,50,25,0,0,0,0,
Thread_3,Total(count),224359,207151,14751,1666,318,209,66,51,61,58,28,0,0,0,0,
,ACPI C1,32704,31750,866,58,15,11,1,3,0,0,0,0,0,0,0,
,ACPI C2,20498,18907,1424,108,24,16,10,3,3,3,0,0,0,0,0,
,ACPI C3,171157,156494,12461,1500,279,182,55,45,58,55,28,0,0,0,0,
Thread_4,Total(count),17268,2532,11985,1940,256,105,33,101,113,112,80,9,2,0,0,
,ACPI C1,245,238,6,1,0,0,0,0,0,0,0,0,0,0,0,
,ACPI C2,140,119,17,0,2,1,0,0,0,1,0,0,0,0,0,
,ACPI C3,16883,2175,11962,1939,254,104,33,101,113,111,80,9,2,0,0,
Thread_5,Total(count),16152,1452,12094,1818,247,107,26,88,102,121,87,7,3,0,0,
,ACPI C1,43,38,4,0,0,1,0,0,0,0,0,0,0,0,0,
,ACPI C2,42,37,3,1,0,0,0,0,0,1,0,0,0,0,0,
,ACPI C3,16067,1377,12087,1817,247,106,26,88,102,120,87,7,3,0,0,
Thread_6,Total(count),15310,762,11914,1859,250,85,39,96,107,116,72,6,4,0,0,
,ACPI C1,32,15,17,0,0,0,0,0,0,0,0,0,0,0,0,
,ACPI C2,70,34,30,3,0,2,0,0,0,1,0,0,0,0,0,
,ACPI C3,15208,713,11867,1856,250,83,39,96,107,115,72,6,4,0,0,
Thread_7,Total(count),16034,1416,12005,1841,235,93,60,107,117,96,56,5,3,0,0,
,ACPI C1,119,95,24,0,0,0,0,0,0,0,0,0,0,0,0,
,ACPI C2,193,159,32,1,0,0,0,0,1,0,0,0,0,0,0,
,ACPI C3,15722,1162,11949,1840,235,93,60,107,116,96,56,5,3,0,0,


Histogram of Busy Duration per Thread (intervals between idles): Busy Hit Count,
Time Buckets,Total (count),<=1ms (count),<=5ms (count),<=7ms (count),<=10ms (count),<=15ms (count),<=16ms (count),<=30ms (count),<=50ms (count),<=100ms (count),<=500ms (count),<=1s (count),<=5s (count),5s< (count),Unknown (count),
Thread_0,199911,193988,5402,272,60,22,30,34,36,25,40,1,1,0,0,
Thread_1,298075,290984,6442,364,71,41,17,67,22,22,43,2,0,0,0,
Thread_2,313511,306165,6679,427,67,26,17,40,28,16,44,1,1,0,0,
Thread_3,224358,219164,4710,285,47,22,16,54,29,7,23,1,0,0,0,
Thread_4,17267,17021,155,5,9,9,3,12,21,20,11,1,0,0,0,
Thread_5,16151,15889,191,9,3,4,6,10,9,15,14,1,0,0,0,
Thread_6,15309,15047,150,6,8,9,11,16,25,22,14,1,0,0,0,
Thread_7,16034,15545,313,18,4,14,18,27,41,28,24,2,0,0,0,


Histogram of Idle Duration per Thread: Idle Time,
Time Buckets,,Total (ms),<=1ms (ms),<=5ms (ms),<=7ms (ms),<=10ms (ms),<=15ms (ms),<=16ms (ms),<=30ms (ms),<=50ms (ms),<=100ms (ms),<=500ms (ms),<=1s (ms),<=5s (ms),5s< (ms),Unknown (ms),
Thread_0,Total(ms),  73001.68,  10528.46,  36313.30,   9600.17,   3364.11,   2270.10,   1125.52,    825.65,   1489.33,   2862.02,   4623.03,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   5038.52,   1270.56,   2741.14,    605.79,    206.84,    151.12,     46.96,     16.10,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   7460.75,   1796.30,   4051.11,    869.72,    247.14,    259.14,    187.22,      0.00,      0.00,     50.13,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  60502.42,   7461.61,  29521.05,   8124.67,   2910.13,   1859.84,    891.34,    809.54,   1489.33,   2811.89,   4623.03,      0.00,      0.00,      0.00,      0.00,
Thread_1,Total(ms),  66471.02,  11834.47,  31690.08,   7527.27,   2505.65,   2996.45,    734.22,    801.55,   1884.93,   3294.64,   3201.75,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   6499.01,   2410.85,   2916.80,    651.81,    185.48,    229.82,     46.74,     18.38,     39.13,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   7901.02,   2009.13,   4359.56,    997.82,    242.90,    244.13,     15.73,      0.00,     31.75,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  52070.98,   7414.49,  24413.72,   5877.64,   2077.28,   2522.50,    671.75,    783.17,   1814.05,   3294.64,   3201.75,      0.00,      0.00,      0.00,      0.00,
Thread_2,Total(ms),  64668.07,  13357.94,  29255.60,   5709.28,   2004.44,   2368.30,   1420.88,    743.27,   1890.79,   3570.46,   4347.10,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   7596.79,   2833.89,   3674.08,    695.94,     98.15,    200.02,     61.27,     33.44,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   7751.83,   2219.28,   4207.33,    684.94,    205.79,    263.50,     47.00,     23.98,     49.86,     50.16,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  49319.45,   8304.77,  21374.19,   4328.40,   1700.50,   1904.78,   1312.61,    685.85,   1840.93,   3520.31,   4347.10,      0.00,      0.00,      0.00,      0.00,
Thread_3,Total(ms),  78723.86,   9833.71,  40463.35,   9426.98,   2544.08,   2611.72,   1026.20,   1042.47,   2348.63,   4089.34,   5337.38,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,   3956.86,   1213.00,   2059.30,    323.44,    124.10,    151.57,     15.64,     69.81,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,   6466.62,   1257.31,   3739.34,    616.45,    186.98,    189.24,    157.12,     55.45,    114.44,    150.29,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  68300.38,   7363.40,  34664.71,   8487.09,   2233.01,   2270.91,    853.44,    917.20,   2234.19,   3939.05,   5337.38,      0.00,      0.00,      0.00,      0.00,
Thread_4,Total(ms), 100809.56,    488.43,  47479.75,  11037.61,   1988.84,   1254.50,    517.00,   2281.27,   4427.74,   8149.37,  14037.26,   5839.28,   3308.52,      0.00,      0.00,
,ACPI C1,     24.84,      4.95,     14.05,      5.85,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,    144.30,     22.45,     43.99,      0.00,     16.43,     11.31,      0.00,      0.00,      0.00,     50.12,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3, 100640.42,    461.03,  47421.70,  11031.76,   1972.41,   1243.19,    517.00,   2281.27,   4427.74,   8099.25,  14037.26,   5839.28,   3308.52,      0.00,      0.00,
Thread_5,Total(ms), 101415.66,    365.99,  47935.68,  10214.39,   1934.66,   1297.21,    405.74,   2034.40,   3997.55,   8448.72,  14970.24,   4975.03,   4836.05,      0.00,      0.00,
,ACPI C1,     26.15,      5.32,      6.62,      0.00,      0.00,     14.20,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,     68.47,      4.00,      8.13,      6.20,      0.00,      0.00,      0.00,      0.00,      0.00,     50.14,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3, 101321.04,    356.66,  47920.94,  10208.19,   1934.66,   1283.00,    405.74,   2034.40,   3997.55,   8398.58,  14970.24,   4975.03,   4836.05,      0.00,      0.00,
Thread_6,Total(ms), 100031.13,    239.41,  47356.54,  10540.73,   1941.82,   1037.99,    610.37,   2175.52,   4079.94,   8215.54,  12945.81,   4707.60,   6179.86,      0.00,      0.00,
,ACPI C1,     43.13,      1.72,     41.40,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,    166.65,     10.60,     64.62,     19.33,      0.00,     22.01,      0.00,      0.00,      0.00,     50.10,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  99821.34,    227.08,  47250.52,  10521.39,   1941.82,   1015.99,    610.37,   2175.52,   4079.94,   8165.44,  12945.81,   4707.60,   6179.86,      0.00,      0.00,
